Coin,qty,value,buy price
BTC,0.646494,36452.49,48213.97717694135
ETH,3.105783,9640.07,3083.6444568012803
LTC,3.028756,389.9699,127.30523809946374
LINK,10.0,113.194091,14.90691043
ADA,4501.555,3161.6898490000003,-0.7202679590155072
DOT,110.9914,1116.48,8.041265053247825
SOL,13.13587,2947.24,195.8897506841804
AVAX,14.856418,492.96,40.63399233687405
XRP,7.0,0.5,0.071428571
